20.6088, -0.7652, 0.1589
20.7345, -0.7407, 0.2108
20.8602, -0.7112, 0.2446
20.9858, -0.6789, 0.2608
21.1115, -0.6460, 0.2605
21.2372, -0.6144, 0.2448
21.3628, -0.5859, 0.2156
21.4885, -0.5621, 0.1750
21.6142, -0.5442, 0.1252
21.7398, -0.5332, 0.0688
21.8655, -0.5295, 0.0086
21.9911, -0.5336, -0.0526
22.1168, -0.5452, -0.1121
22.2425, -0.5640, -0.1672
22.3681, -0.5892, -0.2152
22.4938, -0.6196, -0.2539
22.6195, -0.6539, -0.2813
22.7451, -0.6906, -0.2955
22.8708, -0.7279, -0.2953
22.9965, -0.7639, -0.2797
23.1221, -0.7966, -0.2480
23.2478, -0.8239, -0.2000
23.3734, -0.8438, -0.1358
23.4991, -0.8543, -0.0560
23.6248, -0.8536, 0.0388
23.7504, -0.8397, 0.1472
23.8761, -0.8112, 0.2677
24.0018, -0.7667, 0.3981
24.1274, -0.7052, 0.5360
24.2531, -0.6259, 0.6784
24.3788, -0.5286, 0.8216
24.5044, -0.4134, 0.9619
24.6301, -0.2812, 1.0950
24.7558, -0.1332, 1.2168
24.8814, 0.0289, 1.3234
25.0071, 0.2028, 1.4113
25.1327, 0.3861, 1.4784
25.2584, 0.5760, 1.5233
25.3841, 0.7696, 1.5461
25.5097, 0.9643, 1.5479
25.6354, 1.1576, 1.5309
25.7611, 1.3474, 1.4977
25.8867, 1.5319, 1.4512
26.0124, 1.7096, 1.3944
26.1381, 1.8794, 1.3298
26.2637, 2.0407, 1.2595
26.3894, 2.1927, 1.1851
26.5150, 2.3351, 1.1076
26.6407, 2.4676, 1.0276
26.7664, 2.5898, 0.9454
26.8920, 2.7015, 0.8609
27.0177, 2.8024, 0.7740
27.1434, 2.8922, 0.6843
27.2690, 2.9704, 0.5915
27.3947, 3.0367, 0.4953
27.5204, 3.0906, 0.3955
27.6460, 3.1316, 0.2918
27.7717, 3.1593, 0.1842
27.8973, 3.1732, 0.0728
28.0230, 3.1727, -0.0424
28.1487, 3.1574, -0.1614
28.2743, 3.1269, -0.2841
28.4000, 3.0807, -0.4103
28.5257, 3.0184, -0.5400
28.6513, 2.9394, -0.6733
28.7770, 2.8434, -0.8101
28.9027, 2.7300, -0.9504
29.0283, 2.5986, -1.0939
29.1540, 2.4490, -1.2399
29.2796, 2.2809, -1.3871
29.4053, 2.0944, -1.5332
29.5310, 1.8898, -1.6749
29.6566, 1.6681, -1.8073
29.7823, 1.4310, -1.9243
29.9080, 1.1810, -2.0186
30.0336, 0.9215, -2.0828
30.1593, 0.6570, -2.1099
30.2850, 0.3926, -2.0950
30.4106, 0.1337, -2.0357
30.5363, -0.1140, -1.9330
30.6619, -0.3454, -1.7904
30.7876, -0.5560, -1.6138
30.9133, -0.7420, -1.4100
31.0389, -0.9006, -1.1862
31.1646, -1.0299, -0.9489
31.2903, -1.1287, -0.7038
31.4159, -1.1963, -0.4556
